Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Attrition_rate,Gender_F,Gender_M,Relationship_Status_Married,Relationship_Status_Single,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4
54.0,4.0,16.0,2.0,31.0,1.0,3.0,6.0,1.0,3.0,-0.9612,1.8688,2.0,4.0,6.0,3.0,0.2535,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54.0,3.0,21.0,4.0,68.0,0.0,2.0,2.0,2.0,5.0,-0.1048,-2.7762,3.0,2.0,8.0,3.0,0.7364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
54.0,3.0,20.0,2.0,59.0,1.0,3.0,7.0,1.0,3.0,-0.1048,0.7075,2.0,3.0,5.0,4.0,0.2924,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25.0,5.0,6.0,1.0,26.0,1.0,4.0,10.0,2.0,3.0,-0.9612,-0.4537,3.0,3.0,8.0,2.0,0.0566,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25.0,5.0,6.0,4.0,37.0,0.0,3.0,4.0,4.0,3.0,0.7516,-0.4537,1.0,4.0,8.0,3.0,0.099,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25.0,3.0,6.0,4.0,51.0,1.0,2.0,5.0,3.0,3.0,0.7516,-0.4537,1.0,2.0,8.0,3.0,0.2876,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36.0,5.0,7.0,3.0,32.0,1.0,3.0,7.0,4.0,2.0,-0.1048,1.8688,2.0,2.0,9.0,3.0,0.0169,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22.0,3.0,3.0,3.0,73.0,0.0,3.0,8.0,1.0,3.0,-0.9612,0.7075,2.0,2.0,7.0,2.0,0.7505,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19.0,4.0,0.0,0.0,64.0,0.0,3.0,6.0,1.0,4.0,0.7516,-2.7762,1.9013957238789718,3.0,8.0,5.0,0.1238,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21.0,2.0,2.0,2.0,43.0,1.0,5.0,2.0,1.0,3.0,-1.8176,0.7075,2.0,4.0,8.0,3.0,0.128,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
60.0,3.0,24.0,2.0,54.0,1.0,5.0,7.0,1.0,3.0,0.7516,-1.615,2.0,2.0,8.0,4.0,0.1075,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
64.0,2.0,40.0,4.0,46.0,0.0,3.0,10.0,2.3891982330629244,3.0,1.6081,0.7075,2.0,4.0,7.0,5.0,0.1322,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24.0,5.0,5.0,4.0,67.0,0.0,2.0,8.0,1.0,4.0,-1.8176,0.7075,1.0,2.0,8.0,3.0,0.1419,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60.0,4.0,38.0,2.0,34.0,1.0,4.0,5.0,1.0,4.0,-0.9612,0.7075,1.0,4.0,7.0,3.0,0.1992,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20.0,3.0,1.0,1.0,20.0,1.0,3.0,7.0,1.0,3.0,-0.9612,0.7075,2.0,3.0,8.0,3.0,0.0634,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52.0,4.0,18.0,1.0,41.0,2.0,3.0,4.0,3.0,3.0,-1.8176,-0.4537,1.0,5.0,6.0,3.0,0.1309,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
29.0,5.0,7.0,4.0,59.0,1.0,2.0,8.0,3.0,3.0,0.7516,-0.4537,2.0,3.0,5.0,3.0,0.0736,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44.0,1.0,5.0,4.0,48.0,2.0,4.0,5.0,4.0,5.0,-1.8176,-0.4537,2.0,4.0,8.0,3.0,0.2783,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
53.0,3.0,23.0,2.0,36.0,1.0,1.0,8.0,3.0,2.0,-0.9612,-0.4537,2.0,2.0,8.0,3.0,0.0312,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30.0,3.0,8.0,1.0,23.0,0.0,4.0,8.0,1.0,4.0,-0.1048,0.7075,2.0,5.0,6.0,1.0,0.0293,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28.0,3.0,4.0,3.0,56.0,0.0,3.0,5.0,2.0,3.0,0.7516,0.7075,2.0,2.0,5.0,3.0,0.2166,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45.0,4.0,16.0,1.0,67.0,1.0,3.0,7.0,2.0,3.0,-0.1048,-0.4537,2.0,3.0,8.0,3.0,0.0027,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,3.0,6.0,4.0,66.0,1.0,2.0,5.0,1.0,2.0,-0.1048,-0.4537,2.0,4.0,9.0,4.0,0.2889,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31.0,3.0,5.0,3.0,59.0,2.0,3.0,1.0,3.0,3.0,-0.1048,-0.4537,1.0,3.0,9.0,3.0,0.2794,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28.0,3.0,5.0,4.0,56.0,2.0,1.0,8.0,4.0,3.0,-0.9612,-0.4537,3.0,2.0,6.0,4.0,0.0546,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29.0,3.0,6.0,1.0,64.0,1.0,4.0,1.0,1.0,3.0,-1.8176,-0.4537,1.0,2.0,5.0,1.0,0.107,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
54.0,3.0,30.0,3.0,56.0,0.0,4.0,5.0,3.0,3.0,0.7516,-2.7762,2.0,5.0,7.0,3.0,0.4613,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
19.0,4.0,0.0,0.0,63.0,1.0,3.0,8.0,3.0,3.0,0.7516,0.7075,2.0,1.0,6.0,5.0,0.0133,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37.0,4.0,13.0,4.0,52.0,1.0,2.0,3.0,2.0,3.0,-0.1048,0.7075,2.0,5.0,7.0,3.0,0.1974,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44.0,1.0,14.0,4.0,63.0,1.0,3.0,5.0,3.0,3.0,-0.1048,-0.4537,3.0,2.0,6.0,4.0,0.0341,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
54.0,3.0,18.0,1.0,74.0,1.0,3.0,6.0,3.0,1.0,-0.1048,-0.4537,2.0,1.0,8.0,3.0,0.0747,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52.0,4.0,28.0,4.0,70.0,0.0,3.0,4.0,3.0,4.0,0.7516,-2.7762,2.0,4.0,5.0,3.0,0.0738,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
28.0,3.0,4.0,2.0,21.0,1.0,4.0,4.0,3.0,3.0,0.7516,-0.4537,1.8747646213622695,2.0,6.0,4.0,0.2106,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49.0,3.0,16.0,2.0,26.0,1.0,3.0,8.0,1.0,4.0,0.7516,1.8688,2.0,1.0,5.0,5.0,0.1043,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23.0,3.0,4.0,3.0,60.0,1.0,3.0,5.0,3.0,2.0,1.6081,1.8688,2.0,2.0,7.0,4.0,0.13,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
51.0,4.0,20.0,4.0,23.0,1.0,1.0,5.0,1.0,5.0,-0.1048,-0.4537,2.0,2.0,7.0,2.0,0.0465,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41.0,3.0,6.0,1.0,25.0,2.0,3.0,9.0,4.0,3.0,-0.1048,0.7075,1.0,4.0,8.0,3.0,0.0833,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31.0,4.0,3.0,2.0,33.0,0.0,3.0,4.0,2.0,4.0,-0.01716720186580864,0.7075,1.8842839588682034,2.0,7.0,4.0,0.1567,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24.0,3.0,5.0,4.0,32.0,1.0,2.0,9.0,1.0,3.0,-0.017346635457894048,-0.4537,2.0,2.0,5.0,4.0,0.0222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48.0,4.0,10.0,4.0,25.0,0.0,3.0,9.0,2.0,3.0,-1.8176,0.7075,2.0,2.0,8.0,4.0,0.1175,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24.0,4.0,5.0,1.0,23.0,1.0,5.0,2.0,1.0,3.0,-0.9612,-1.615,2.0,2.0,7.0,3.0,0.0082,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41.0,4.0,17.0,3.0,48.0,2.0,3.0,8.0,4.0,3.0,0.7516,-0.4537,2.0,1.0,8.0,3.0,0.1549,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61.903489582101685,1.0,32.0,1.0,53.0,0.0,2.0,6.0,3.0,3.0,0.7516,-0.4537,2.0,3.0,7.0,4.0,0.1277,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28.0,4.0,5.0,3.0,54.0,2.0,3.0,8.0,3.0,3.0,0.7516,1.8688,2.0,3.0,6.0,4.0,0.2936,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
47.0,4.0,22.0,2.0,35.0,1.0,3.0,6.0,2.0,1.0,-0.1048,-0.4537,1.0,4.0,8.0,4.0,0.1104,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,5.0,6.0,1.0,63.0,1.0,3.0,7.0,3.0,4.0,0.7516,-0.4537,1.8991715797941775,4.0,6.0,2.0,0.0287,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
60.0,4.0,23.0,2.0,45.0,0.0,4.0,5.0,2.0,4.0,-0.9612,-1.615,1.893517079087488,3.0,9.0,2.0,0.1815,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27.0,4.0,4.0,2.0,35.0,2.0,2.0,6.0,1.0,3.0,-0.1048,-0.4537,2.0,3.0,8.0,3.0,0.0207,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
55.0,2.0,30.0,3.0,49.0,1.0,2.0,7.0,2.0,3.0,-0.1048,-2.7762,2.0,3.0,8.0,3.0,0.0097,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33.88190557018749,3.0,8.0,4.0,37.0,1.0,5.0,2.0,3.0,4.0,1.6081,-0.4537,2.0,2.0,7.0,3.0,0.2418,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
46.38854809069179,3.0,19.0,2.0,67.0,1.0,3.0,6.0,2.0,3.0,-1.8176,-0.4537,2.0,3.0,7.0,3.0,0.2317,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65.0,3.0,42.0,4.0,21.0,1.0,3.0,7.0,1.0,3.0,-0.1048,0.7075,1.0,2.0,7.0,4.0,0.5539,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52.0,2.0,22.0,4.0,27.0,2.0,2.0,5.0,2.0,3.0,-1.8176,-0.4537,1.0,4.0,8.0,3.0,0.2208,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55.0,5.0,32.0,2.0,59.0,1.0,3.0,8.0,2.0,3.0,-1.8176,-0.4537,2.0,3.0,7.0,4.0,0.1837,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22.0,4.0,3.0,2.0,58.0,1.0,3.0,4.0,3.0,3.0,-0.9612,-0.4537,2.0,3.0,7.0,3.0,0.0221,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26.0,3.0,2.0,2.0,25.0,0.0,2.0,8.0,3.0,5.0,-1.8176,-0.4537,2.0,3.0,8.0,3.0,0.1892,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44.0,5.0,13.0,3.0,44.0,0.0,2.0,8.0,3.0,3.0,-0.9612,-0.4537,2.0,1.0,7.0,4.0,0.1091,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32.0,4.0,3.0,2.0,43.0,0.0,1.0,8.0,4.0,4.0,1.6081,-1.615,1.0,1.0,5.0,3.0,0.0489,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,3.0,10.0,4.0,30.0,2.0,5.0,8.0,3.0,3.0,-0.01690152103436612,-0.4537,2.0,4.0,8.0,3.0,0.2105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22.0,4.0,3.0,3.0,28.0,0.0,2.0,8.0,3.0,4.0,0.7516,0.7075,2.0,2.0,6.0,3.0,0.1841,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35.0,4.0,12.0,4.0,70.0,1.0,5.0,7.0,1.0,3.0,0.7516,0.7075,1.0,4.0,7.0,3.0,0.0517,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59.0,4.0,35.0,1.0,60.0,2.0,3.0,6.0,3.0,3.0,0.7516,-2.7762,1.0,1.0,7.0,4.0,0.0623,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
59.0,5.0,37.0,1.0,72.0,0.0,2.0,8.0,2.0,2.0,-0.1048,-0.4537,2.0,2.0,8.0,3.0,0.1453,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44.0,1.0,14.0,1.0,21.0,1.0,3.0,6.0,4.0,3.0,0.7516,-1.615,3.0,3.0,9.0,3.0,0.2721,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31.0,3.0,8.0,3.0,30.0,1.0,4.0,7.0,2.0,3.0,-0.1048,-2.7762,2.0,3.0,8.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51.0,1.0,19.0,1.0,21.0,1.0,5.0,7.0,5.0,4.0,0.7516,-0.4537,2.0,2.0,7.0,3.0,0.1078,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
63.0,3.0,37.0,4.0,62.0,2.0,3.0,6.0,1.0,3.0,0.004066504035782466,-0.4537,2.0,3.0,7.0,3.0,0.1946,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,3.0,1.0,1.0,53.0,0.0,1.0,3.0,5.0,3.0,0.7516,-0.4537,2.0,4.0,5.0,3.0,0.9513,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55.0,1.0,24.028746466210933,1.0,29.0,1.0,5.0,6.0,4.0,3.0,0.7516,-0.4537,2.0,3.0,5.0,3.0,0.0291,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35.54831273734622,3.0,10.0,2.0,68.0,1.0,2.0,7.0,3.0,4.0,-1.8176,0.7075,2.0,4.0,8.0,3.0,0.2288,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
62.0,3.0,24.0,1.0,24.0,1.0,1.0,6.0,2.0,2.0,-0.1048,-0.4537,2.0,4.0,9.0,4.0,0.0961,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,2.0,3.0,3.0,36.0,0.0,3.0,2.0,3.0,3.0,0.7516,-0.4537,1.0,4.0,5.0,4.0,0.249,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52.0,5.0,29.0,4.0,60.0,0.0,3.0,5.0,1.0,3.0,0.7516,-0.4537,2.0,2.0,8.0,3.0,0.1813,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31.0,4.0,2.0,2.0,34.0,1.0,2.0,6.0,1.0,1.0,-0.016947881960537644,-2.7762,2.0,3.0,7.0,2.0,0.2239,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47.0,1.0,8.0,4.0,54.0,1.0,3.0,4.0,1.0,3.0,0.7516,1.8688,2.0,2.0,7.0,5.0,0.9957,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25.0,4.0,6.0,2.0,39.0,2.0,5.0,5.0,3.0,2.0,-1.8176,-0.4537,1.0,3.0,8.0,3.0,0.4281,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
29.0,4.0,5.0,2.0,52.0,0.0,5.0,7.0,2.0,3.0,0.7516,-0.4537,2.0,2.0,8.0,5.0,0.0981,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
29.0,4.0,6.0,1.0,64.0,1.0,4.0,2.0,1.0,4.0,-0.9612,-0.4537,2.0,3.0,6.0,3.0,0.5983,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
